LJ047-0102|When I began asking him specific details with respect to his activities in the Fair Play for Cuba Committee in New Orleans as to where meetings were held,|When I began asking him specific details with respect to his activities in the Fair Play for Cuba Committee in New Orleans as to where meetings were held,
LJ047-0103|who was involved, what occurred, he was reticent to furnish information,|who was involved, what occurred, he was reticent to furnish information,
LJ047-0104|reluctant and actually as far as I was concerned, was completely evasive on them. End quote.|reluctant and actually as far as I was concerned, was completely evasive on them. End quote.
LJ047-0105|In Quigley's judgment,|In Quigley's judgment,
LJ047-0106|Oswald, quote, was probably making a self-serving statement in attempting to explain to me why he was distributing this literature, and for no other reason,|Oswald, quote, was probably making a self-serving statement in attempting to explain to me why he was distributing this literature, and for no other reason,
LJ047-0107|and when I got to questioning him further then he felt that his purpose had been served and he wouldn't say anything further, end quote.|and when I got to questioning him further then he felt that his purpose had been served and he wouldn't say anything further, end quote.
LJ047-0108|During the interview Quigley obtained background information from Oswald which was inconsistent with information already in the Bureau's possession.|During the interview Quigley obtained background information from Oswald which was inconsistent with information already in the Bureau's possession.
LJ047-0109|When Quigley returned to his office, he learned|When Quigley returned to his office, he learned
LJ047-0110|that another Bureau agent, Milton R. Knack, had been conducting a background investigation of Oswald at the request of Agent Hosty in Dallas.|that another Bureau agent, Milton R. Knack, had been conducting a background investigation of Oswald at the request of Agent Hosty in Dallas.
LJ047-0111|Quigley advised Knack of his interview and gave him a detailed memorandum.|Quigley advised Knack of his interview and gave him a detailed memorandum.
LJ047-0112|Knack was aware of the facts known to the FBI and recognized Oswald's false statements.|Knack was aware of the facts known to the FBI and recognized Oswald's false statements.
LJ047-0113|For example, Oswald claimed that his wife's maiden name was Prossa|For example, Oswald claimed that his wife's maiden name was Prossa
LJ047-0114|and that they had been married in Fort Worth and lived there until coming to New Orleans. He had told the New Orleans arresting officers that he had been born in Cuba.|and that they had been married in Fort Worth and lived there until coming to New Orleans. He had told the New Orleans arresting officers that he had been born in Cuba.
LJ047-0115|Several days later, the Bureau received additional evidence that Oswald had lied to Agent Quigley.|Several days later, the Bureau received additional evidence that Oswald had lied to Agent Quigley.
LJ047-0116|On August 22, it learned that Oswald had appeared on a radio discussion program on August 21.|On August twenty-two, it learned that Oswald had appeared on a radio discussion program on August twenty-one.
LJ047-0117|William Stuckey, who had appeared on the radio program with Oswald, told the Bureau on August 30|William Stuckey, who had appeared on the radio program with Oswald, told the Bureau on August thirty
LJ047-0118|that Oswald had told him that he had worked and been married in the Soviet Union.|that Oswald had told him that he had worked and been married in the Soviet Union.
LJ047-0119|Neither these discrepancies nor the fact that Oswald had initiated the FBI interview|Neither these discrepancies nor the fact that Oswald had initiated the FBI interview
LJ047-0120|was considered sufficiently unusual to necessitate another interview. Alan H. Belmont, Assistant to the Director of the FBI,|was considered sufficiently unusual to necessitate another interview. Alan H. Belmont, Assistant to the Director of the FBI,
LJ047-0121|stated the Bureau's reasoning in this way, quote,|stated the Bureau's reasoning in this way, quote,
LJ047-0122|Our interest in this man at this point was to determine whether his activities constituted a threat to the internal security of the country.|Our interest in this man at this point was to determine whether his activities constituted a threat to the internal security of the country.
LJ047-0123|It was apparent that he had made a self-serving statement to Agent Quigley. It became a matter of record in our files as a part of the case,|It was apparent that he had made a self-serving statement to Agent Quigley. It became a matter of record in our files as a part of the case,
LJ047-0124|and if we determined that the course of the investigation required us to clarify or face him down with this information, we would do it at the appropriate time.|and if we determined that the course of the investigation required us to clarify or face him down with this information, we would do it at the appropriate time.
LJ047-0125|In other words, he committed no violation of the law by telling us something that wasn't true, and unless this required further investigation at that time,|In other words, he committed no violation of the law by telling us something that wasn't true, and unless this required further investigation at that time,
LJ047-0126|we would handle it in due course, in accord with the whole context of the investigation. End quote.|we would handle it in due course, in accord with the whole context of the investigation. End quote.
LJ047-0127|On August 21, 1963, Bureau headquarters instructed the New Orleans and Dallas field offices|On August twenty-one, nineteen sixty-three, Bureau headquarters instructed the New Orleans and Dallas field offices
LJ047-0128|to conduct an additional investigation of Oswald in view of the activities which had led to his arrest.|to conduct an additional investigation of Oswald in view of the activities which had led to his arrest.
LJ047-0129|FBI informants in the New Orleans area, familiar with pro-Castro or Communist Party activity there,|FBI informants in the New Orleans area, familiar with pro-Castro or Communist Party activity there,
LJ047-0130|advised the Bureau that Oswald was unknown in such circles.|advised the Bureau that Oswald was unknown in such circles.
LJ047-0131|In early September 1963|In early September nineteen sixty-three
LJ047-0132|the FBI transferred the principal responsibility for the Oswald case from the Dallas office to the New Orleans office.|the FBI transferred the principal responsibility for the Oswald case from the Dallas office to the New Orleans office.
LJ047-0133|Soon after, on October 1, 1963,|Soon after, on October one, nineteen sixty-three,
LJ047-0134|The FBI was advised by the rental agent for the Oswalds' apartment in New Orleans that they had moved again.|The FBI was advised by the rental agent for the Oswalds' apartment in New Orleans that they had moved again.
LJ047-0135|According to the information received by the Bureau|According to the information received by the Bureau
LJ047-0136|they had vacated their apartment, and Marina Oswald had departed with their child in a station wagon with Texas registration.|they had vacated their apartment, and Marina Oswald had departed with their child in a station wagon with Texas registration.
LJ047-0137|On October 3, Hosty reopened the case in Dallas to assist the New Orleans office.|On October three, Hosty reopened the case in Dallas to assist the New Orleans office.
LJ047-0138|He checked in Oswald's old neighborhood and throughout the Dallas-Fort Worth area but was unable to locate Oswald.|He checked in Oswald's old neighborhood and throughout the Dallas-Fort Worth area but was unable to locate Oswald.
LJ047-0139|The next word about Oswald's location was a communication from the CIA to the FBI on October 10,|The next word about Oswald's location was a communication from the CIA to the FBI on October ten,
LJ047-0140|advising that an individual tentatively identified as Oswald had been in touch with the Soviet Embassy in Mexico City|advising that an individual tentatively identified as Oswald had been in touch with the Soviet Embassy in Mexico City
LJ047-0141|in early October of 1963.|in early October of nineteen sixty-three.
LJ047-0142|The Bureau had no earlier information suggesting that Oswald had left the United States.|The Bureau had no earlier information suggesting that Oswald had left the United States.
LJ047-0143|The possible contact with the Soviet Embassy in Mexico intensified the FBI's interest in learning Oswald's whereabouts.|The possible contact with the Soviet Embassy in Mexico intensified the FBI's interest in learning Oswald's whereabouts.
LJ047-0144|The FBI representative in Mexico City arranged to follow up this information with the CIA and to verify Oswald's entry into Mexico.|The FBI representative in Mexico City arranged to follow up this information with the CIA and to verify Oswald's entry into Mexico.
LJ047-0145|The CIA message was sent also to the Department of State where it was reviewed by personnel of the Passport Office, who knew from Oswald's file|The CIA message was sent also to the Department of State where it was reviewed by personnel of the Passport Office, who knew from Oswald's file
LJ047-0146|that he had sought and obtained a passport on June 25, 1963.|that he had sought and obtained a passport on June twenty-five, nineteen sixty-three.
LJ047-0147|The Department of State did not advise either the CIA or the FBI of these facts.|The Department of State did not advise either the CIA or the FBI of these facts.
LJ047-0148|On October 25,|On October twenty-five,
LJ047-0149|the New Orleans office of the FBI learned that in September Oswald had given a forwarding address of 2515|the New Orleans office of the FBI learned that in September Oswald had given a forwarding address of two five one five
LJ047-0150|West Fifth Street, Irving, Texas. After receiving this information on October 29, Agent Hosty attempted to locate Oswald.|West Fifth Street, Irving, Texas. After receiving this information on October twenty-nine, Agent Hosty attempted to locate Oswald.
LJ047-0151|On the same day Hosty interviewed neighbors on Fifth Street and learned that the address was that of Mrs. Ruth Paine.|On the same day Hosty interviewed neighbors on Fifth Street and learned that the address was that of Mrs. Ruth Paine.
LJ047-0152|He conducted a limited background investigation of the Paines, intending to interview Mrs. Paine and ask her particularly about Oswald's whereabouts.|He conducted a limited background investigation of the Paines, intending to interview Mrs. Paine and ask her particularly about Oswald's whereabouts.
LJ047-0153|Having determined that Mrs. Paine was a responsible and reliable citizen, Hosty interviewed her on November 1.|Having determined that Mrs. Paine was a responsible and reliable citizen, Hosty interviewed her on November one.
LJ047-0154|The interview lasted about 20 to 25 minutes. In response to Hosty's inquiries, Mrs. Paine, quote,|The interview lasted about twenty to twenty-five minutes. In response to Hosty's inquiries, Mrs. Paine, quote,
LJ047-0155|readily admitted that Mrs. Marina Oswald and Lee Oswald's two children were staying with her.|readily admitted that Mrs. Marina Oswald and Lee Oswald's two children were staying with her.
LJ047-0156|She said that Lee Oswald was living somewhere in Dallas. She didn't know where. She said it was in the Oak Cliff area but she didn't have his address.|She said that Lee Oswald was living somewhere in Dallas. She didn't know where. She said it was in the Oak Cliff area but she didn't have his address.
LJ047-0157|I asked her if she knew where he worked.|I asked her if she knew where he worked.
LJ047-0158|After a moment's hesitation, she told me that he worked at the Texas School Book Depository near the downtown area of Dallas.|After a moment's hesitation, she told me that he worked at the Texas School Book Depository near the downtown area of Dallas.
LJ047-0159|She didn't have the exact address, and it is my recollection that we went to the phone book and looked it up,|She didn't have the exact address, and it is my recollection that we went to the phone book and looked it up,
LJ047-0160|found it to be 411 Elm Street. End quote.|found it to be four one one Elm  Street. End quote.
LJ047-0161|Mrs. Paine told Hosty also|Mrs. Paine told Hosty also
LJ047-0162|that Oswald was living alone in Dallas because she did not want him staying at her house, although she was willing to let Oswald visit his wife and children.|that Oswald was living alone in Dallas because she did not want him staying at her house, although she was willing to let Oswald visit his wife and children.
LJ047-0163|According to Hosty, Mrs. Paine indicated that she thought she could find out where Oswald was living and would let him know.|According to Hosty, Mrs. Paine indicated that she thought she could find out where Oswald was living and would let him know.
LJ047-0164|At this point in the interview, Hosty gave Mrs. Paine his name and office telephone number on a piece of paper.|At this point in the interview, Hosty gave Mrs. Paine his name and office telephone number on a piece of paper.
LJ047-0165|At the end of the interview, Marina Oswald came into the room. When he observed that she seemed, quote, quite alarmed, end quote, about the visit,|At the end of the interview, Marina Oswald came into the room. When he observed that she seemed, quote, quite alarmed, end quote, about the visit,
LJ047-0166|Hosty assured her, through Mrs. Paine as interpreter, that the FBI would not harm or harass her.|Hosty assured her, through Mrs. Paine as interpreter, that the FBI would not harm or harass her.
LJ047-0167|On November 4, Hosty telephoned the Texas School Book Depository and learned that Oswald was working there|On November four, Hosty telephoned the Texas School Book Depository and learned that Oswald was working there
LJ047-0168|and that he had given as his address Mrs. Paine's residence in Irving.|and that he had given as his address Mrs. Paine's residence in Irving.
LJ047-0169|Hosty took the necessary steps to have the Dallas office of the FBI, rather than the New Orleans office, reestablished as the office with principal responsibility.|Hosty took the necessary steps to have the Dallas office of the FBI, rather than the New Orleans office, reestablished as the office with principal responsibility.
LJ047-0170|On November 5, Hosty was traveling near Mrs. Paine's home and took the occasion to stop by to ask whether she had any further information.|On November five, Hosty was traveling near Mrs. Paine's home and took the occasion to stop by to ask whether she had any further information.
LJ047-0171|Mrs. Paine had nothing to add to what she had already told him, except that during a visit that past weekend,|Mrs. Paine had nothing to add to what she had already told him, except that during a visit that past weekend,
LJ047-0172|Oswald had said that he was a, quote, Trotskyite Communist, end quote.|Oswald had said that he was a, quote, Trotskyite Communist, end quote.
LJ047-0173|and that she found this and similar statements illogical and somewhat amusing. On this occasion Hosty was at the Paine residence for only a few minutes.|and that she found this and similar statements illogical and somewhat amusing. On this occasion Hosty was at the Paine residence for only a few minutes.
LJ047-0174|During neither interview did Hosty learn Oswald's address|During neither interview did Hosty learn Oswald's address
LJ047-0175|or telephone number in Dallas. Mrs. Paine testified that she learned Oswald's telephone number at the Beckley Street roominghouse in the middle of October|or telephone number in Dallas. Mrs. Paine testified that she learned Oswald's telephone number at the Beckley Street roominghouse in the middle of October
LJ047-0176|shortly after Oswald rented the room on October 14.|shortly after Oswald rented the room on October fourteen.
LJ047-0177|As discussed in chapter 6, she failed to report this to Agent Hosty|As discussed in chapter six, she failed to report this to Agent Hosty
LJ047-0178|because she thought the FBI was in possession of a great deal of information and certainly would find it very easy to learn where Oswald was living.|because she thought the FBI was in possession of a great deal of information and certainly would find it very easy to learn where Oswald was living.
LJ047-0179|Hosty did nothing further in connection with the Oswald case until after the assassination. On November 1, 1963,|Hosty did nothing further in connection with the Oswald case until after the assassination. On November one, nineteen sixty-three,
LJ047-0180|he had received a copy of the report of the New Orleans office which contained Agent Quigley's memorandum of the interview in the New Orleans jail on August 10,|he had received a copy of the report of the New Orleans office which contained Agent Quigley's memorandum of the interview in the New Orleans jail on August ten,
LJ047-0181|and realized immediately that Oswald had given false biographic information. Hosty knew that he would eventually have to investigate this, and, quote,|and realized immediately that Oswald had given false biographic information. Hosty knew that he would eventually have to investigate this, and, quote,
LJ047-0182|was quite interested in determining the nature of his contact with the Soviet Embassy in Mexico City, end quote.|was quite interested in determining the nature of his contact with the Soviet Embassy in Mexico City, end quote.
LJ047-0183|When asked what his next step would have been, Hosty replied, quote,|When asked what his next step would have been, Hosty replied, quote,
LJ047-0184|Well, as I had previously stated, I have between 25 and 40 cases assigned to me at any one time. I had other matters to take care of.|Well, as I had previously stated, I have between twenty-five and forty cases assigned to me at any one time. I had other matters to take care of.
LJ047-0185|I had now established that Lee Oswald was not employed in a sensitive industry.|I had now established that Lee Oswald was not employed in a sensitive industry.
LJ047-0186|I can now afford to wait until New Orleans forwarded the necessary papers to me to show me I now had all the information.|I can now afford to wait until New Orleans forwarded the necessary papers to me to show me I now had all the information.
LJ047-0187|It was then my plan to interview Marina Oswald in detail concerning both herself and her husband's background. Question:|It was then my plan to interview Marina Oswald in detail concerning both herself and her husband's background. Question:
LJ047-0188|Had you planned any steps beyond that point?|Had you planned any steps beyond that point?
LJ047-0189|Answer: No. I would have to wait until I had talked to Marina to see what I could determine, and from there I could make my plans.|Answer: No. I would have to wait until I had talked to Marina to see what I could determine, and from there I could make my plans.
LJ047-0190|Question: Did you take any action on this case between November 5 and November 22? Answer: No, sir.|Question: Did you take any action on this case between November five and November twenty-two? Answer: No, sir.
LJ047-0191|The official Bureau files confirm Hosty's statement that from November 5 until the assassination, no active investigation was conducted.|The official Bureau files confirm Hosty's statement that from November five until the assassination, no active investigation was conducted.
LJ047-0192|On November 18 the FBI learned that Oswald recently had been in communication with the Soviet Embassy in Washington|On November eighteen the FBI learned that Oswald recently had been in communication with the Soviet Embassy in Washington
LJ047-0193|and so advised the Dallas office in the ordinary course of business.|and so advised the Dallas office in the ordinary course of business.
LJ047-0194|Hosty received this information on the afternoon of November 22, 1963.|Hosty received this information on the afternoon of November twenty-two, nineteen sixty-three.
LJ047-0195|Nonreferral of Oswald to the Secret Service.|Nonreferral of Oswald to the Secret Service.
LJ047-0196|The Commission has considered carefully the question whether the FBI,|The Commission has considered carefully the question whether the FBI,
LJ047-0197|in view of all the information concerning Oswald in its files, should have alerted the Secret Service to Oswald's presence in Dallas|in view of all the information concerning Oswald in its files, should have alerted the Secret Service to Oswald's presence in Dallas
LJ047-0198|prior to President Kennedy's visit.|prior to President Kennedy's visit.
LJ047-0199|The Secret Service and the FBI differ|The Secret Service and the FBI differ
LJ047-0200|as to whether Oswald fell within the category of, quote, threats against the President, end quote, which should be referred to the Service.|as to whether Oswald fell within the category of, quote, threats against the President, end quote, which should be referred to the Service.
LJ047-0201|Robert I Bouck, special agent in charge of the Protective Research Section,|Robert I Bouck, special agent in charge of the Protective Research Section,
LJ047-0202|testified that the information available to the Federal Government about Oswald before the assassination would, if known to PRS,|testified that the information available to the Federal Government about Oswald before the assassination would, if known to PRS,
LJ047-0203|have made Oswald a subject of concern to the Secret Service.|have made Oswald a subject of concern to the Secret Service.
LJ047-0204|Bouck pointed to a number of characteristics besides Oswald's defection the cumulative effect of which would have been to alert the Secret Service|Bouck pointed to a number of characteristics besides Oswald's defection the cumulative effect of which would have been to alert the Secret Service
LJ047-0205|to potential danger, quote,|to potential danger, quote,
LJ047-0206|I would think his continued association with the Russian Embassy after his return,|I would think his continued association with the Russian Embassy after his return,
LJ047-0207|his association with the Castro groups would have been of concern to us, a knowledge that he had, I believe,|his association with the Castro groups would have been of concern to us, a knowledge that he had, I believe,
LJ047-0208|been courtmartialed for illegal possession of a gun, of a handgun in the Marines,|been courtmartialed for illegal possession of a gun, of a handgun in the Marines,
LJ047-0209|that he had owned a weapon and did a good deal of hunting or use of it, perhaps in Russia, plus a number of items about his disposition and unreliability of character,|that he had owned a weapon and did a good deal of hunting or use of it, perhaps in Russia, plus a number of items about his disposition and unreliability of character,
LJ047-0210|I think all of those, if we had them all together,|I think all of those, if we had them all together,
LJ047-0211|would have added up to pointing out a pretty bad individual, and I think that, together, had we known that he had a vantage point|would have added up to pointing out a pretty bad individual, and I think that, together, had we known that he had a vantage point
LJ047-0212|would have seemed somewhat serious to us, even though I must admit, that none of these in themselves would be|would have seemed somewhat serious to us, even though I must admit, that none of these in themselves would be
LJ047-0213|would meet our specific criteria, none of them alone. But, it is when you begin adding them up to some degree that you begin to get criteria that, are meaningful.|would meet our specific criteria, none of them alone. But, it is when you begin adding them up to some degree that you begin to get criteria that, are meaningful.
LJ047-0214|End quote. Mr. Bouck pointed out, however, that he had no reason to believe that any one Federal agency had access to all this information,|End quote. Mr. Bouck pointed out, however, that he had no reason to believe that any one Federal agency had access to all this information,
LJ047-0215|including the significant fact that Oswald was employed in a building which overlooked the motorcade route.|including the significant fact that Oswald was employed in a building which overlooked the motorcade route.
LJ047-0216|Agent Hosty testified that he was fully aware of the pending Presidential visit to Dallas.|Agent Hosty testified that he was fully aware of the pending Presidential visit to Dallas.
LJ047-0217|He recalled that the special agent in charge of the Dallas office of the FBI, J. Gordon Shanklin,|He recalled that the special agent in charge of the Dallas office of the FBI, J. Gordon Shanklin,
LJ047-0218|had discussed the President's visit on several occasions, including the regular biweekly conference on the morning of November 22|had discussed the President's visit on several occasions, including the regular biweekly conference on the morning of November twenty-two
LJ047-0219|Quote, Mr. Shanklin advised us, among other things,|Quote, Mr. Shanklin advised us, among other things,
LJ047-0220|that in view of the President's visit to Dallas, that if anyone had any indication of any possibility of any acts of violence or any demonstrations against the President,|that in view of the President's visit to Dallas, that if anyone had any indication of any possibility of any acts of violence or any demonstrations against the President,
LJ047-0221|or Vice President, to immediately notify the Secret Service and confirm it in writing.|or Vice President, to immediately notify the Secret Service and confirm it in writing.
LJ047-0222|He had made the same statement about a week prior at another special conference which we had held.|He had made the same statement about a week prior at another special conference which we had held.
LJ047-0223|I don't recall the exact date. It was about a week prior. End quote.|I don't recall the exact date. It was about a week prior. End quote.
LJ047-0224|In fact, Hosty participated in transmitting to the Secret Service two pieces of information pertaining to the visit.|In fact, Hosty participated in transmitting to the Secret Service two pieces of information pertaining to the visit.
LJ047-0225|Hosty testified that he did not know until the evening of Thursday, November 21, that there was to be a motorcade, however,|Hosty testified that he did not know until the evening of Thursday, November twenty-one, that there was to be a motorcade, however,
LJ047-0226|and never realized that the motorcade would pass the Texas School Book Depository Building.|and never realized that the motorcade would pass the Texas School Book Depository Building.
LJ047-0227|He testified that he did not read the newspaper story describing the motorcade route in detail, since he was interested only in the fact|He testified that he did not read the newspaper story describing the motorcade route in detail, since he was interested only in the fact
LJ047-0228|that the motorcade was coming up Main Street, quote, where maybe I could watch it if I had a chance, end quote.|that the motorcade was coming up Main Street, quote, where maybe I could watch it if I had a chance, end quote.
LJ047-0229|Even if he had recalled that Oswald's place of employment was on the President's route,|Even if he had recalled that Oswald's place of employment was on the President's route,
LJ047-0230|Hosty testified that he would not have cited him to the Secret Service as a potential threat to the President. Hosty interpreted his instructions as requiring, quote,|Hosty testified that he would not have cited him to the Secret Service as a potential threat to the President. Hosty interpreted his instructions as requiring, quote,
LJ047-0231|some indication that the person planned to take some action against the safety of the President of the United States or the Vice President. End quote.|some indication that the person planned to take some action against the safety of the President of the United States or the Vice President. End quote.
LJ047-0232|In his opinion, none of the information in the FBI files -- Oswald's defection, his Fair Play for Cuba activities in New Orleans,|In his opinion, none of the information in the FBI files -- Oswald's defection, his Fair Play for Cuba activities in New Orleans,
LJ047-0233|his lies to Agent Quigley, his recent visit to Mexico City -- indicated that Oswald was capable of violence.|his lies to Agent Quigley, his recent visit to Mexico City -- indicated that Oswald was capable of violence.
LJ047-0234|Hosty's initial reaction on hearing that Oswald was a suspect in the assassination, was, quote, shock|Hosty's initial reaction on hearing that Oswald was a suspect in the assassination, was, quote, shock
LJ047-0235|complete surprise, end quote, because he had no reason to believe that Oswald, quote,|complete surprise, end quote, because he had no reason to believe that Oswald, quote,
LJ047-0236|was capable or potentially an assassin of the President of the United States, end quote.|was capable or potentially an assassin of the President of the United States, end quote.
LJ047-0237|Shortly after Oswald was apprehended and identified, Hosty's superior sent him to observe the interrogation of Oswald.|Shortly after Oswald was apprehended and identified, Hosty's superior sent him to observe the interrogation of Oswald.
LJ047-0238|Hosty parked his car in the basement of police headquarters and there met an acquaintance, Lt. Jack Revill of the Dallas police force.|Hosty parked his car in the basement of police headquarters and there met an acquaintance, Lt. Jack Revill of the Dallas police force.
LJ047-0239|The two men disagree about the conversation which took place between them.|The two men disagree about the conversation which took place between them.
LJ047-0240|They agree that Hosty told Revill|They agree that Hosty told Revill
LJ047-0241|that the FBI had known about Oswald and, in particular, of his presence in Dallas and his employment at the Texas School Book Depository Building.|that the FBI had known about Oswald and, in particular, of his presence in Dallas and his employment at the Texas School Book Depository Building.
LJ047-0242|Revill testified that Hosty said also that the FBI had information that Oswald was, quote, capable of committing this assassination, end quote.|Revill testified that Hosty said also that the FBI had information that Oswald was, quote, capable of committing this assassination, end quote.
LJ047-0243|According to Revill, Hosty indicated that he was going to tell this to Lieutenant Wells of the homicide and robbery bureau.|According to Revill, Hosty indicated that he was going to tell this to Lieutenant Wells of the homicide and robbery bureau.
LJ047-0244|Revill promptly made a memorandum of this conversation in which the quoted statement appears.|Revill promptly made a memorandum of this conversation in which the quoted statement appears.
LJ047-0245|His secretary testified that she prepared such a report for him that afternoon and Chief of Police Jesse E. Curry|His secretary testified that she prepared such a report for him that afternoon and Chief of Police Jesse E. Curry
LJ047-0246|and District Attorney Henry M. Wade both testified that they saw it later that day.|and District Attorney Henry M. Wade both testified that they saw it later that day.
LJ047-0247|Hosty has unequivocally denied, first by affidavit and then in his testimony before the Commission,|Hosty has unequivocally denied, first by affidavit and then in his testimony before the Commission,
LJ047-0248|that he ever said that Oswald was capable of violence, or that he had any information suggesting this.|that he ever said that Oswald was capable of violence, or that he had any information suggesting this.
LJ047-0249|The only witness to the conversation was Dallas Police Detective V. J. Brian, who was accompanying Revill.|The only witness to the conversation was Dallas Police Detective V. J. Brian, who was accompanying Revill.
LJ047-0250|Brian did not hear Hosty make any statement concerning Oswald's capacity to be an assassin|Brian did not hear Hosty make any statement concerning Oswald's capacity to be an assassin
LJ048-0001|Report of the President's Commission on the Assassination of President Kennedy. The Warren Commission Report. By The President's Commission on the Assassination of President Kennedy.|Report of the President's Commission on the Assassination of President Kennedy. The Warren Commission Report. By The President's Commission on the Assassination of President Kennedy.
LJ048-0002|Chapter 8. The Protection of the President. Part 3.|Chapter eight. The Protection of the President. Part three.
LJ048-0003|Hosty's interpretation of the prevailing FBI instructions on referrals to the Secret Service was defended before the Commission by his superiors.|Hosty's interpretation of the prevailing FBI instructions on referrals to the Secret Service was defended before the Commission by his superiors.
LJ048-0004|After summarizing the Bureau's investigative interest in Oswald prior to the assassination, J. Edgar Hoover concluded that, quote,|After summarizing the Bureau's investigative interest in Oswald prior to the assassination, J. Edgar Hoover concluded that, quote,
LJ048-0005|There was nothing up to the time of the assassination that gave any indication that this man was a dangerous character who might do harm to the President|There was nothing up to the time of the assassination that gave any indication that this man was a dangerous character who might do harm to the President
LJ048-0006|or to the Vice President, end quote.|or to the Vice President, end quote.
LJ048-0007|Director Hoover emphasized that the first indication of Oswald's capacity for violence|Director Hoover emphasized that the first indication of Oswald's capacity for violence
LJ048-0008|was his attempt on General Walker's life, which did not become known to the FBI until after the assassination.|was his attempt on General Walker's life, which did not become known to the FBI until after the assassination.
LJ048-0009|Both Director Hoover and his assistant, Alan H. Belmont,|Both Director Hoover and his assistant, Alan H. Belmont,
LJ048-0010|stressed also the decision by the Department of State that Oswald should be permitted to return to the United States.|stressed also the decision by the Department of State that Oswald should be permitted to return to the United States.
LJ048-0011|Neither believed that the Bureau investigation of him up to November 22 revealed any information which would have justified referral to the Secret Service.|Neither believed that the Bureau investigation of him up to November twenty-two revealed any information which would have justified referral to the Secret Service.
LJ048-0012|According to Belmont, when Oswald returned from the Soviet Union, quote,|According to Belmont, when Oswald returned from the Soviet Union, quote,
LJ048-0013|he indicated that he had learned his lesson,|he indicated that he had learned his lesson,
LJ048-0014|was disenchanted with Russia, and had a renewed concept -- I am paraphrasing, a renewed concept -- of the American free society.|was disenchanted with Russia, and had a renewed concept -- I am paraphrasing, a renewed concept -- of the American free society.
LJ048-0015|We talked to him twice.|We talked to him twice.
LJ048-0016|He likewise indicated he was disenchanted with Russia.|He likewise indicated he was disenchanted with Russia.
LJ048-0017|We satisfied ourselves that we had met our requirement, namely to find out whether he had been recruited by Soviet intelligence. The case was closed.|We satisfied ourselves that we had met our requirement, namely to find out whether he had been recruited by Soviet intelligence. The case was closed.
LJ048-0018|We again exhibited interest on the basis of these contacts with The Worker, Fair Play for Cuba Committee, which are relatively inconsequential.|We again exhibited interest on the basis of these contacts with The Worker, Fair Play for Cuba Committee, which are relatively inconsequential.
LJ048-0019|His activities for the Fair Play for Cuba Committee in New Orleans, we knew, were not of real consequence as he was not connected with any organized activity there.|His activities for the Fair Play for Cuba Committee in New Orleans, we knew, were not of real consequence as he was not connected with any organized activity there.
LJ048-0020|The interview with him in jail is not significant from the standpoint of whether he had a propensity for violence.|The interview with him in jail is not significant from the standpoint of whether he had a propensity for violence.
LJ048-0021|Question: This is the Quigley interview you are talking about?|Question: This is the Quigley interview you are talking about?
LJ048-0022|Answer: Yes. It was a self-serving interview. The visits with the Soviet Embassy were evidently for the purpose of securing a visa,|Answer: Yes. It was a self-serving interview. The visits with the Soviet Embassy were evidently for the purpose of securing a visa,
LJ048-0023|and he had told us during one of the interviews that he would probably take his wife back to Soviet Russia some time in the future.|and he had told us during one of the interviews that he would probably take his wife back to Soviet Russia some time in the future.
LJ048-0024|He had come back to Dallas. Hosty had established that he had a job, he was working,|He had come back to Dallas. Hosty had established that he had a job, he was working,
LJ048-0025|and had told Mrs. Paine that when he got the money he was going to take an apartment, when the baby was old enough, he was going to take an apartment, and the family would live together.|and had told Mrs. Paine that when he got the money he was going to take an apartment, when the baby was old enough, he was going to take an apartment, and the family would live together.
LJ048-0026|He gave evidence of settling down.|He gave evidence of settling down.
LJ048-0027|Nowhere during the course of this investigation or the information that came to us from other agencies was there any indication of a potential for violence on his part.|Nowhere during the course of this investigation or the information that came to us from other agencies was there any indication of a potential for violence on his part.
LJ048-0028|Consequently, there was no basis for Hosty to go to Secret Service and advise them of Oswald's presence. End quote|Consequently, there was no basis for Hosty to go to Secret Service and advise them of Oswald's presence. End quote
LJ048-0029|As reflected in this testimony,|As reflected in this testimony,
LJ048-0030|the officials of the FBI believed that there was no data in its files which gave warning that Oswald was a source of danger to President Kennedy.|the officials of the FBI believed that there was no data in its files which gave warning that Oswald was a source of danger to President Kennedy.
LJ048-0031|While he had expressed hostility at times toward the State Department, the Marine Corps, and the FBI as agents of the Government,|While he had expressed hostility at times toward the State Department, the Marine Corps, and the FBI as agents of the Government,
LJ048-0032|so far as the FBI knew he had not shown any potential for violence.|so far as the FBI knew he had not shown any potential for violence.
LJ048-0033|Prior to November 22, 1963|Prior to November twenty-two, nineteen sixty-three
LJ048-0034|no law enforcement agency had any information to connect Oswald with the attempted shooting of General Walker.|no law enforcement agency had any information to connect Oswald with the attempted shooting of General Walker.
LJ048-0035|It was against this background and consistent with the criteria followed by the FBI prior to November 22|It was against this background and consistent with the criteria followed by the FBI prior to November twenty-two
LJ048-0036|that agents of the FBI in Dallas did not consider Oswald's presence in the Texas School Book Depository Building|that agents of the FBI in Dallas did not consider Oswald's presence in the Texas School Book Depository Building
LJ048-0037|overlooking the motorcade route as a source of danger to the President and did not inform the Secret Service of his employment in the Depository Building.|overlooking the motorcade route as a source of danger to the President and did not inform the Secret Service of his employment in the Depository Building.
LJ048-0038|The Commission believes, however,|The Commission believes, however,
